names,orig_lang,budget_x,revenue,country,number_of_oscar_winners,main_genre,release_month,release_year
Maneater,English,132800000,660707570.8,US,0,Mystery,08,2022
Raya and the Last Dragon,English,100000000,130423032,AU,0,Animation,03,2021
Slumberland,English,35000000,374600744.4,AU,0,Family,11,2022
PAW Patrol: The Movie,English,26000000,144327371,AU,0,Animation,08,2021
Deadpool,English,58000000,781947691,AU,0,Action,02,2016
The Good Dinosaur,English,187500000,333771037,AU,1,Adventure,01,2016
Last Seen Alive,English,107700000,276937185.8,AU,0,Action,05,2022
We Have a Ghost,English,150000000,569719222.6,US,0,Comedy,02,2023
"Paul, Apostle of Christ",English,5000000,26078500,AU,0,Drama,03,2018
Real Steel,English,110000000,263880341,AU,0,Action,09,2011
The Matrix Resurrections,English,190000000,159197755,AU,0,Science Fiction,12,2021
Lou,English,69400000,240033015.8,AU,0,Action,09,2022
Pinocchio,English,45000000,31681811,AU,1,Fantasy,09,2022
Pinocchio,English,13200000,30360375,AU,1,Fantasy,09,2022
Pinocchio,English,2289247,84300000,AU,1,Fantasy,09,2022
Miraculous World: Shanghai – The Legend of Ladydragon,French,149860000,660957374.4,FR,0,Animation,04,2021
The Tomorrow War,English,200000000,19220000,AU,0,Action,07,2021
Cars,English,70000000,461630558,AU,1,Animation,06,2006
Grimcutty,English,130800000,249577615.2,US,0,Horror,10,2022
Scrooge: A Christmas Carol,English,87000000,459237806,GB,1,Animation,11,2022
Your Place or Mine,English,105400000,286421986.2,US,1,Romance,02,2023
Your Name.,Japanese,2937023.8,357986087,AU,0,Romance,11,2016
Puss in Boots,English,130000000,554987477,US,0,Comedy,10,2011
One Piece Film Red,Japanese,8705000,150797338,AU,0,Animation,11,2022
The Fate of the Furious,English,250000000,1236703796,AU,1,Action,04,2017
The Strays,English,131700000,751965791.6,GB,0,Thriller,02,2023
Watcher,English,10237862.6,2667033,US,0,Mystery,06,2022
The Gray Man,English,200000000,451178,AU,0,Action,07,2022
The Mummy Resurrection,English,102800000,545695337.6,GB,0,Horror,01,2023
The Fallout,English,114200000,736329646.2,US,0,Drama,03,2021
Guardians of the Galaxy Volume 3,English,250000000,1240261.6,AU,0,Science Fiction,05,2023
Boyka: Undisputed IV,English,119400000,343644155,US,0,Action,09,2016
The Godfather,English,7000000,270007394,AU,4,Drama,11,1972
Mulan,English,200000000,69973540,AU,0,Animation,09,1998
Mulan,English,90000000,303500000,AU,0,Animation,09,1998
Dracula: The Original Living Vampire,English,124800000,605767026.8,US,0,Horror,01,2022
Big Hero 6,English,165000000,647263005,AU,0,Adventure,12,2014
Triangle of Sadness,English,15600000,24733572,AU,0,Comedy,12,2022
Dungeons & Dragons,English,35000000,15185241,AU,1,Drama,01,2001
Wire Room,English,101000000,321357348.6,US,0,Action,09,2022
Killing Jesus,English,35580000,258973331.6,US,0,Drama,03,2015
Inside Out,English,175000000,850566343,AU,0,Animation,06,2015
The Miracle of Marcelino,"Spanish, Castilian",110000000,759213943.8,ES,0,Drama,02,1955
Fury,English,80000000,210315681,AU,0,War,10,2014
Welcome to the Club,English,124000000,690278154.2,US,0,Animation,09,2022
Emancipation,English,120000000,0,US,0,Drama,12,2022
Undisputed III: Redemption,English,3000000,78701381.8,AU,0,Action,06,2010
The Last Warrior: Root of Evil,Russian,8400000,27658331,RU,0,Fantasy,01,2021
After We Fell,English,14000000,21500000,AU,0,Romance,10,2021
Seoul Vibe,Korean,160200000,348577844,KR,0,Action,08,2022
One Week Friends,Chinese,111940000,638332462.6,CN,0,Drama,06,2022
Space Jam: A New Legacy,English,150000000,143987946,AU,0,Family,07,2021
Nobody,English,16000000,57512470,AU,0,Action,04,2021
The Tiger's Nest,English,120000000,305330864.2,IT,0,Family,10,2022
Naruto Shippuden the Movie,Japanese,33111535.2,10000000,JP,0,Animation,08,2007
Terrifier,English,35000,0,US,0,Horror,03,2016
In the Forest,English,84600000,178745725.6,US,0,Horror,01,2022
The Amazing Spider-Man,English,220000000,757890267,AU,2,Action,07,2012
Evil Dead,English,17000000,99010045,AU,0,Horror,05,2013
El asistente,"Spanish, Castilian",201000000,1569323843.8,AR,0,Comedy,03,2023
Virus:32,"Spanish, Castilian",101400000,531683245.8,AR,0,Horror,04,2022
Linoleum,English,109000000,673135995.2,AU,0,Science Fiction,03,2023
After We Collided,English,24685792,42000000,AU,0,Romance,01,2021
Sinner: The Secret Diary of a Nymphomaniac,French,167400000,997517367.8,FR,0,Drama,06,1973
A Quiet Place Part II,English,61000000,297400000,AU,0,Science Fiction,05,2021
Twilight,English,37000000,402278564,AU,0,Fantasy,12,2008
Twilight,English,20000000,15055091,AU,0,Fantasy,12,2008
Warriors of Future,Chinese,71460000,300356421.2,CN,0,Drama,08,2022
Spider-Man: Homecoming,English,175000000,878271291,AU,1,Action,07,2017
Howl's Moving Castle,Japanese,24000000,236049757,AU,0,Fantasy,06,2005
World War Z,English,190000000,531861650,AU,0,Action,06,2013
Charlie and the Chocolate Factory,English,150000000,475825484,AU,0,Adventure,09,2005
High Heat,English,78000000,277412220,AU,0,Action,03,2023
How to Train Your Dragon: The Hidden World,English,129000000,521533238,AU,2,Animation,01,2019
Girl at the Window,English,95200000,294248739.2,AU,0,Thriller,08,2022
Hellraiser,English,1000000,14575148,AU,0,Horror,10,2022
Pacific Rim,English,190000000,411002906,AU,0,Action,07,2013
My Hero Academia: Heroes Rising,Japanese,21911000,29900850,AU,0,Animation,03,2020
After,English,14000000,57926850,AU,0,Romance,07,2019
After,English,650000,0,AU,0,Romance,07,2019
The Hangover,English,35000000,465487583,AU,0,Comedy,06,2009
The Adam Project,English,116000000,203098455.6,AU,0,Adventure,03,2022
Trick or Treat Scooby-Doo!,English,85000000,575808566,US,0,Adventure,10,2022
The Tangalanga Method,"Spanish, Castilian",114200000,241031716.6,AR,0,Comedy,01,2023
Last Man Down,English,165000000,250351474.6,AU,0,Action,11,2021
The Emperor's New Groove,English,100000000,169630573,AU,0,Adventure,04,2001
The Princess,English,89000000,518519804.4,US,0,Fantasy,06,2022
The Lion King,English,260000000,1647733638,AU,0,Adventure,07,2019
The Lion King,English,79300000,986193783,AU,0,Adventure,07,2019
Jungle Cruise,English,200000000,210469803,AU,0,Action,07,2021
The Nun,English,22000000,363391647,AU,0,Horror,09,2018
Superfast!,English,20000000,3146707.8,US,0,Comedy,04,2015
Code Name Banshee,English,70520000,457654821.6,US,0,Action,07,2022
Beauty Salon: Special Service 2,Korean,105740523.8,345465556.8,KR,0,Romance,02,2018
The Parent Trap,English,15000000,92108518,US,0,Comedy,07,1998
One Way,English,98600000,688313467.6,AU,0,Action,12,2022
Monster High: The Movie,English,147200000,432006011.2,US,0,Family,10,2022
Furious 7,English,190000000,1514553486,AU,0,Action,04,2015
The Conjuring 2,English,40000000,321834351,AU,0,Horror,06,2016
Overdose,French,99400000,341205403.4,FR,0,Action,11,2022
Dragon Ball Z: Broly – The Legendary Super Saiyan,Japanese,25100000,21658982,JP,0,Animation,03,1993
Inception,English,160000000,728537960,AU,1,Action,07,2010
Frozen,English,150000000,1256887580,AU,0,Animation,12,2013
Madagascar: A Little Wild Holiday Goose Chase,English,83400000,191964060.4,US,0,Animation,11,2021
God's Not Dead: A Light in Darkness,English,56400000,5728940,US,0,Drama,03,2018
Top Gun,English,15000000,357469522,AU,0,Romance,06,1986
The Prince of Egypt,English,60000000,218613188,AU,2,Adventure,12,1998
The Requin,English,8500000,130493,US,0,Thriller,01,2022
It Chapter Two,English,79000000,473122525,AU,0,Horror,09,2019
The Unholy,English,10000000,30792024,AU,0,Horror,04,2021
Cinderella,English,95000000,542351353,AU,0,Family,10,1950
Cinderella,English,2900000,263591415,AU,0,Family,10,1950
The Lord of the Rings: The Fellowship of the Ring,English,93000000,891216824,AU,1,Adventure,12,2001
The Hip Hop Nutcracker,English,92000000,220028554.8,US,0,Music,11,2022
Margaux,English,49000000,499592777,US,0,Horror,09,2022
Beauty Salon: Special Service,Korean,119700000,333485619.2,KR,0,Romance,12,2016
Black Widow,English,200000000,379751131,AU,0,Action,07,2021
Blowback,English,129000000,361706066.8,AU,0,Action,09,2022
As They Made Us,English,158000000,184193215.4,US,1,Drama,04,2022
Frank and Penelope,English,138100000,717029254,US,0,Thriller,06,2022
Finding Nemo,English,94000000,936094852,AU,0,Animation,08,2003
Ben-Hur,English,95000000,91669648,AU,0,Action,08,2016
Ben-Hur,English,15000000,73259017,AU,0,Action,08,2016
Don't Open the Door,"Spanish, Castilian",78300000,349714816.8,MX,0,Horror,11,2022
Grown Ups 2,English,80000000,247023808,AU,0,Comedy,09,2013
High School Teacher: Maturing,Japanese,73800000,346352260.6,JP,0,Drama,01,1985
Thor,English,150000000,449326618,AU,2,Adventure,04,2011
Batman and Superman: Battle of the Super Sons,English,148000000,1180818577.6,US,0,Animation,10,2022
Captain America: Civil War,English,250000000,1151899586,AU,0,Adventure,04,2016
Dungeons & Dragons: Wrath of the Dragon God,English,102300000,633555866.2,GB,0,Action,10,2005
Doctor Strange,English,165000000,676343174,AU,0,Action,10,2016
Transformers: Age of Extinction,English,210000000,1104054072,AU,0,Science Fiction,06,2014
Carter,Korean,38200000,319040588.8,KR,0,Action,08,2022
ODDTAXI in the Woods,Japanese,116000000,616543720.6,JP,0,Animation,04,2022
Joseph: King of Dreams,English,79000000,601957369,US,0,Family,11,2000
The Call of the Wild,English,125000000,107351191,AU,0,Adventure,02,2020
No Exit,English,59500000,596465139.4,AU,0,Thriller,02,2022
The Addams Family 2,English,9330400,119815153,AU,1,Animation,01,2022
An Interview with God,English,105000000,496783754.4,AU,0,Drama,10,2018
Dune,English,165000000,391774790,AU,0,Science Fiction,12,2021
Dune,English,45000000,27503491,AU,0,Science Fiction,12,2021
L.O.L. Surprise! Winter Fashion Show,English,118400000,599966189.2,US,0,Animation,10,2022
Up,English,175000000,731463377,AU,0,Animation,09,2009
Pirates of the Caribbean: Dead Men Tell No Tales,English,230000000,794861794,AU,1,Adventure,05,2017
The Amazing Spider-Man 2,English,200000000,708996336,AU,3,Action,04,2014
Ice Age: Dawn of the Dinosaurs,English,90000000,886686817,AU,0,Animation,07,2009
The princess,"Spanish, Castilian",104400000,492717594.8,MX,0,Action,08,2022
Alien Sniperess,English,58670000,385960548.2,US,0,Action,04,2022
Toy Story 2,English,90000000,511358276,AU,1,Animation,12,1999
Reggie,English,138800000,293853255.2,US,0,Documentary,03,2023
Renfield,English,86203077,12076404,AU,1,Comedy,05,2023
Barbie: Mermaid Power,English,123600000,590203752.2,AU,0,Animation,07,2022
Grown Ups,English,75000000,272222420,AU,0,Comedy,06,2010
Hidden Figures,English,25000000,230677636,AU,0,Drama,02,2017
The Twilight Saga: Eclipse,English,68000000,706102828,AU,0,Adventure,07,2010
Halloween Ends,English,20000000,105199765,AU,0,Horror,10,2022
Corpus Christi,Polish,1300000,10951283,PL,0,Drama,09,2019
"Goodbye, Don Glees!",Japanese,111000000,251309155,JP,0,Animation,02,2022
The Contractor,English,43967862.6,2122288,AU,0,Action,05,2022
Samson,English,8101468,4873825,US,0,Action,02,2018
The Bible: In the Beginning...,English,18000000,52356840,US,1,Drama,09,1966
Deadpool 2,English,110000000,786362370,AU,0,Action,05,2018
San Andreas,English,110000000,456258539,AU,0,Action,05,2015
Infinite,English,105800000,682359112.6,AU,0,Science Fiction,08,2021
Finding Grace,English,61498000,254671383.8,US,0,Drama,04,2020
Risen,English,20000000,46244066,US,0,Action,02,2016
Bad Luck Banging or Loony Porn,Romanian,100000000,246367071,AU,0,Comedy,11,2021
Mortal Kombat Legends: Snow Blind,English,121600000,796809611.2,AU,0,Animation,10,2022
2037,Korean,118000000,624618913.8,KR,0,Family,06,2022
Your Boyfriend Is Mine,English,115500000,468695206.8,US,0,Thriller,03,2022
A Writer's Odyssey,Chinese,26548000,150123320,CN,0,Fantasy,02,2021
Spirited Away,Japanese,19000000,274925095,AU,0,Animation,12,2002
Under Wraps 2,English,123400000,585545192.2,US,0,Family,09,2022
Super Mario Bros: This Ain't No Video Game,English,54640000,329856760.8,GB,0,Documentary,11,2014
The Life and Passion of Jesus Christ,French,106400000,524759370.4,FR,0,Drama,05,1903
Monster Hunter,English,60000000,47853893,AU,0,Action,01,2021
Ted 2,English,68000000,217214143,AU,0,Comedy,06,2015
Office Invasion,English,54200000,485386108.6,US,0,Science Fiction,08,2022
The Bush,"Spanish, Castilian",138600000,308041312.4,AR,0,Thriller,08,2022
Togo,"Spanish, Castilian",76400000,651222288.2,BR,0,Crime,10,2022
The Exorcist,English,12000000,428214478,AU,1,Horror,03,2001
Dragon Ball Z: Wrath of the Dragon,Japanese,30314000,24000000,JP,0,Animation,07,1995
Day Shift,English,152000000,500715939.4,AU,1,Action,08,2022
Extraction 2,English,226000000,175269998.8,US,0,Action,06,2023
Three Steps Above Heaven,"Spanish, Castilian",99600000,555598357.2,ES,0,Romance,12,2010
The Hunger Games: Catching Fire,English,130000000,864868047,AU,1,Adventure,11,2013
Nope,English,68000000,171172274,AU,0,Horror,08,2022
I Am Legend,English,150000000,585410052,AU,1,Drama,01,2008
Avatar: Creating the World of Pandora,English,100140523.8,625891229,CZ,0,Documentary,02,2010
Paws of Fury: The Legend of Hank,English,45000000,40166138,AU,0,Animation,09,2022
Kingsman: The Secret Service,English,94000000,404561724,AU,1,Crime,02,2015
The Witch: Part 2. The Other One,Korean,26012400,23000000,KR,0,Action,06,2022
Blacklight,English,29000000,16017096,AU,0,Action,02,2022
The Lord of the Rings: The Return of the King,English,94000000,1121386981,AU,1,Adventure,12,2003
Thor: The Dark World,English,150000000,644602516,AU,2,Action,10,2013
Chernobyl: Abyss,Russian,9100000,6459306,AU,0,Drama,07,2021
My Hero Academia: Two Heroes,Japanese,12000000,31478826,AU,0,Animation,09,2018
Overcomer,English,5000000,38093564,AU,0,Drama,08,2019
Soul,English,150000000,136384442,AU,1,Animation,12,2020
Exploits of a Young Don Juan,French,59400000,448288134.4,FR,0,Comedy,03,1987
Journey 2: The Mysterious Island,English,79000000,318146162,AU,0,Adventure,01,2012
The Key Game,"Spanish, Castilian",135159000,234980052.8,ES,0,Comedy,04,2022
The Twilight Saga: Breaking Dawn - Part 2,English,120000000,829747654,AU,0,Adventure,11,2012
Balik Taya,Tagalog,12001040,38139010,PH,0,Thriller,03,2023
The Vatican Tapes,English,13000000,14929184,US,0,Thriller,07,2015
The Hunger Games: Mockingjay - Part 2,English,160000000,647396133,AU,2,Action,11,2015
Scary Movie,English,19000000,277200000,AU,0,Comedy,08,2000
The Dark Knight,English,185000000,1006234167,AU,1,Drama,07,2008
Miracles from Heaven,English,13000000,73773317,AU,0,Family,06,2016
Toy Story 4,English,200000000,1073064540,AU,1,Family,06,2019
The SpongeBob Movie: Sponge on the Run,English,60000000,4810790,AU,0,Family,11,2020
Trolls World Tour,English,17622000,47000000,AU,0,Family,09,2020
Iron Man 3,English,200000000,1215392272,AU,2,Action,04,2013
Prometheus,English,125000000,402448265,AU,1,Science Fiction,06,2012
Toy Story 3,English,200000000,1068879522,AU,1,Animation,06,2010
The Green Mile,English,60000000,290701374,AU,1,Fantasy,02,2000
Deathstroke: Knights & Dragons - The Movie,English,157000000,563127144.8,US,0,Animation,08,2020
Mulan,English,200000000,69973540,AU,0,Adventure,09,2020
Mulan,English,90000000,303500000,AU,0,Adventure,09,2020
Wild Is the Wind,English,77200000,250609542.6,ZA,0,Crime,10,2022
Fifty Shades Darker,English,55000000,381367046,AU,0,Drama,02,2017
Guardians of the Galaxy Vol. 2,English,200000000,863756051,AU,0,Adventure,04,2017
Ant-Man and the Wasp,English,130000000,623144660,AU,0,Action,07,2018
Joker,English,55000000,1069121583,AU,1,Crime,10,2019
Alienoid,Korean,24457676,100556193.8,KR,0,Science Fiction,07,2022
Percy Jackson & the Olympians: The Lightning Thief,English,95000000,223050874,AU,0,Adventure,02,2010
Constantine,English,75000000,221593554,AU,0,Fantasy,02,2005
Deinfluencer,English,94000000,437537244.8,US,0,Horror,12,2022
The Desperate Hour,English,62000000,379472585,AU,0,Thriller,08,2022
Gifted,English,7000000,36964656,AU,0,Drama,08,2017
Kung Fu Panda,English,130000000,631910531,AU,1,Action,06,2008
Family Game,French,4000000,1039744.4,CA,0,Thriller,06,2022
You Will Not Have My Hate,French,158800000,677460163.6,DE,0,Drama,11,2022
Roald Dahl's The Witches,English,49500000,29303571,AU,0,Adventure,12,2020
The Man from Earth,English,200000,58992776.8,AU,0,Science Fiction,09,2008
Wrong Turn 3: Left for Dead,English,3000000,37753869.2,US,0,Horror,10,2009
Apocalypto,English,40000000,121032272,AU,0,Action,12,2006
Erotic Ghost Story,Cantonese,95000000,292616817.4,HK,0,Fantasy,05,1990
Somebody I Used to Know,English,128000000,635149752.8,US,0,Romance,02,2023
You Won't Be Alone,Macedonian,39677129,125000,AU,0,Horror,09,2022
The Takeover,"Dutch, Flemish",121000000,466223042,NL,0,Crime,11,2022
Venom,English,116000000,856081053,AU,0,Science Fiction,09,2018
Venom,English,25000000,881745,AU,0,Science Fiction,09,2018
Catch Me If You Can,English,52000000,352114312,AU,1,Drama,01,2003
The Lord of the Rings: The Two Towers,English,94000000,919148764,AU,1,Adventure,12,2002
Mari(dos),"Spanish, Castilian",64500000,385960548.2,ES,0,Comedy,03,2023
Through My Window,"Spanish, Castilian",85000000,645835675.2,ES,0,Drama,02,2022
Decision to Leave,Korean,6993600,16914773,AU,0,Crime,10,2022
Dead for a Dollar,English,134600000,409636263,US,0,Western,09,2022
X-Men: Apocalypse,English,178000000,542537546,AU,1,Action,05,2016
No Time to Die,English,250000000,759959662,AU,1,Adventure,11,2021
Extraction,English,65000000,0,AU,0,Drama,04,2020
A Trip to Infinity,English,53600000,682429959.6,US,0,Documentary,09,2022
Alita: Battle Angel,English,170000000,401900040,AU,0,Action,02,2019
Brave,English,185000000,554606532,AU,1,Animation,06,2012
Monsters University,English,200000000,743455810,AU,1,Animation,07,2013
Iron Man,English,186000000,585171547,AU,2,Action,05,2008
Snow White and the Seven Dwarfs,English,1488000,184925486,AU,0,Fantasy,06,1938
The Curse of La Llorona,English,9000000,123133739,AU,0,Horror,04,2019
Teenage Mutant Ninja Turtles,English,125000000,485004754,AU,0,Science Fiction,09,2014
Teenage Mutant Ninja Turtles,English,13500000,202000000,AU,0,Science Fiction,09,2014
Constantine: The House of Mystery,English,146400000,638963437.4,US,0,Animation,05,2022
The Hobbit: An Unexpected Journey,English,200000000,1014938545,AU,0,Adventure,12,2012
Kimi,English,3500000,192301839.8,US,0,Thriller,02,2022
Spider-Man: Far From Home,English,160000000,1132107522,AU,0,Action,07,2019
Cuento de Primavera-A Spring Tale,"Spanish, Castilian",77600000,827017257.2,US,0,Drama,12,2022
